,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 0,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
5847,5847,2014,O,Public Administration and Safety,h_200+,Operating profit before tax,22,DOLLARS(millions),5847.0,2020.03,Insurance corporations,251.0,Financial assets Closing balance loans,LE00000,AFA0400,1582
5848,5848,2014,O,Public Administration and Safety,h_200+,Total assets,398,DOLLARS(millions),5848.0,2020.03,Insurance corporations,251.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,10516
5849,5849,2014,O,Public Administration and Safety,h_200+,Fixed tangible assets,82,DOLLARS(millions),5849.0,2020.03,Insurance corporations,251.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,3190
5850,5850,2014,O,Public Administration and Safety,i_Industry_Total,Activity unit,1005,COUNT,5850.0,2020.03,Insurance corporations,251.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,438
5851,5851,2014,O,Public Administration and Safety,i_Industry_Total,Rolling mean employees,12531,COUNT,5851.0,2020.03,Insurance corporations,251.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3146
5852,5852,2014,O,Public Administration and Safety,i_Industry_Total,Salaries and wages paid,481,DOLLARS(millions),5852.0,2020.03,Insurance corporations,251.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,31967
5853,5853,2014,O,Public Administration and Safety,i_Industry_Total,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),5853.0,2020.03,Insurance corporations,251.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5854,5854,2014,O,Public Administration and Safety,i_Industry_Total,Total income,1047,DOLLARS(millions),5854.0,2020.03,Insurance corporations,251.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5855,5855,2014,O,Public Administration and Safety,i_Industry_Total,Total expenditure,970,DOLLARS(millions),5855.0,2020.03,Insurance corporations,251.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,14
5856,5856,2014,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,74,DOLLARS(millions),5856.0,2020.03,Insurance corporations,251.0,Financial liabilities Closing balance loans,LE00000,AFL0400,3203
5857,5857,2014,O,Public Administration and Safety,i_Industry_Total,Total assets,690,DOLLARS(millions),5857.0,2020.03,Insurance corporations,251.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,6049
5858,5858,2014,O,Public Administration and Safety,i_Industry_Total,Fixed tangible assets,151,DOLLARS(millions),5858.0,2020.03,Insurance corporations,251.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,18675
5859,5859,2014,P,Education and Training,a_0,Activity unit,2247,COUNT,5859.0,2020.03,Insurance corporations,251.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,9
5860,5860,2014,P,Education and Training,a_0,Rolling mean employees,0,COUNT,5860.0,2020.03,Insurance corporations,251.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4017
5861,5861,2014,P,Education and Training,a_0,Salaries and wages paid,76,DOLLARS(millions),5861.0,2020.03,Insurance corporations,251.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1129
5862,5862,2014,P,Education and Training,a_0,"Sales, government funding, grants and subsidies",262,DOLLARS(millions),5862.0,2020.03,Insurance corporations,251.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,433
5863,5863,2014,P,Education and Training,a_0,Total income,287,DOLLARS(millions),5863.0,2020.03,Insurance corporations,251.0,Closing balance net worth,LE00000,B900000,-618
5864,5864,2014,P,Education and Training,a_0,Total expenditure,245,DOLLARS(millions),5864.0,2020.03,Insurance corporations,251.0,Closing balance total liabilities and net worth,LE00000,L000000,31348
5865,5865,2014,P,Education and Training,a_0,Operating profit before tax,40,DOLLARS(millions),5865.0,2020.03,Pension funds,261.0,Closing balance total assets,LE00000,A000000,99124
5866,5866,2014,P,Education and Training,a_0,Total assets,375,DOLLARS(millions),5866.0,2020.03,Pension funds,261.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,99009
5867,5867,2014,P,Education and Training,a_0,Fixed tangible assets,192,DOLLARS(millions),5867.0,2020.03,Pension funds,261.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5868,5868,2014,P,Education and Training,b_1-5,Activity unit,1419,COUNT,5868.0,2020.03,Pension funds,261.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2792
5869,5869,2014,P,Education and Training,b_1-5,Rolling mean employees,3564,COUNT,5869.0,2020.03,Pension funds,261.0,Financial assets Closing balance debt securities,LE00000,AFA0300,4722
5870,5870,2014,P,Education and Training,b_1-5,Salaries and wages paid,115,DOLLARS(millions),5870.0,2020.03,Pension funds,261.0,Financial assets Closing balance loans,LE00000,AFA0400,9
5871,5871,2014,P,Education and Training,b_1-5,"Sales, government funding, grants and subsidies",312,DOLLARS(millions),5871.0,2020.03,Pension funds,261.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,81796
5872,5872,2014,P,Education and Training,b_1-5,Total income,342,DOLLARS(millions),5872.0,2020.03,Pension funds,261.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,9033
5873,5873,2014,P,Education and Training,b_1-5,Total expenditure,307,DOLLARS(millions),5873.0,2020.03,Pension funds,261.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,126
5874,5874,2014,P,Education and Training,b_1-5,Operating profit before tax,35,DOLLARS(millions),5874.0,2020.03,Pension funds,261.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,530
5875,5875,2014,P,Education and Training,b_1-5,Total assets,323,DOLLARS(millions),5875.0,2020.03,Pension funds,261.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,99124
5876,5876,2014,P,Education and Training,b_1-5,Fixed tangible assets,151,DOLLARS(millions),5876.0,2020.03,Pension funds,261.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5877,5877,2014,P,Education and Training,c_6-9,Activity unit,507,COUNT,5877.0,2020.03,Pension funds,261.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5878,5878,2014,P,Education and Training,c_6-9,Rolling mean employees,3687,COUNT,5878.0,2020.03,Pension funds,261.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
5879,5879,2014,P,Education and Training,c_6-9,Salaries and wages paid,109,DOLLARS(millions),5879.0,2020.03,Pension funds,261.0,Financial liabilities Closing balance loans,LE00000,AFL0400,60
5880,5880,2014,P,Education and Training,c_6-9,"Sales, government funding, grants and subsidies",180,DOLLARS(millions),5880.0,2020.03,Pension funds,261.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
5881,5881,2014,P,Education and Training,c_6-9,Total income,210,DOLLARS(millions),5881.0,2020.03,Pension funds,261.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,98204
5882,5882,2014,P,Education and Training,c_6-9,Total expenditure,200,DOLLARS(millions),5882.0,2020.03,Pension funds,261.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,195
5883,5883,2014,P,Education and Training,c_6-9,Operating profit before tax,8,DOLLARS(millions),5883.0,2020.03,Pension funds,261.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,666
5884,5884,2014,P,Education and Training,c_6-9,Total assets,175,DOLLARS(millions),5884.0,2020.03,Pension funds,261.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,43
5885,5885,2014,P,Education and Training,c_6-9,Fixed tangible assets,67,DOLLARS(millions),5885.0,2020.03,Pension funds,261.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,72
5886,5886,2014,P,Education and Training,d_10-19,Activity unit,687,COUNT,5886.0,2020.03,Pension funds,261.0,Closing balance net worth,LE00000,B900000,0
5887,5887,2014,P,Education and Training,d_10-19,Rolling mean employees,9126,COUNT,5887.0,2020.03,Pension funds,261.0,Closing balance total liabilities and net worth,LE00000,L000000,99124
5888,5888,2014,P,Education and Training,d_10-19,Salaries and wages paid,298,DOLLARS(millions),5888.0,2020.03,Financial auxiliaries,270.0,Closing balance total assets,LE00000,A000000,14685
5889,5889,2014,P,Education and Training,d_10-19,"Sales, government funding, grants and subsidies",471,DOLLARS(millions),5889.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,11485
5890,5890,2014,P,Education and Training,d_10-19,Total income,521,DOLLARS(millions),5890.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5891,5891,2014,P,Education and Training,d_10-19,Total expenditure,495,DOLLARS(millions),5891.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4178
5892,5892,2014,P,Education and Training,d_10-19,Operating profit before tax,24,DOLLARS(millions),5892.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance debt securities,LE00000,AFA0300,723
5893,5893,2014,P,Education and Training,d_10-19,Total assets,455,DOLLARS(millions),5893.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance loans,LE00000,AFA0400,2391
5894,5894,2014,P,Education and Training,d_10-19,Fixed tangible assets,190,DOLLARS(millions),5894.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2119
5895,5895,2014,P,Education and Training,e_20-49,Activity unit,288,COUNT,5895.0,2020.03,Financial auxiliaries,270.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
5896,5896,2014,P,Education and Training,e_20-49,Rolling mean employees,8274,COUNT,5896.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,48
5897,5897,2014,P,Education and Training,e_20-49,Salaries and wages paid,290,DOLLARS(millions),5897.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
5898,5898,2014,P,Education and Training,e_20-49,"Sales, government funding, grants and subsidies",526,DOLLARS(millions),5898.0,2020.03,Financial auxiliaries,270.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,14685
5899,5899,2014,P,Education and Training,e_20-49,Total income,565,DOLLARS(millions),5899.0,2020.03,Financial auxiliaries,270.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5900,5900,2014,P,Education and Training,e_20-49,Total expenditure,530,DOLLARS(millions),5900.0,2020.03,Financial auxiliaries,270.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5901,5901,2014,P,Education and Training,e_20-49,Operating profit before tax,31,DOLLARS(millions),5901.0,2020.03,Financial auxiliaries,270.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,393
5902,5902,2014,P,Education and Training,e_20-49,Total assets,495,DOLLARS(millions),5902.0,2020.03,Financial auxiliaries,270.0,Financial liabilities Closing balance loans,LE00000,AFL0400,4545
5903,5903,2014,P,Education and Training,e_20-49,Fixed tangible assets,231,DOLLARS(millions),5903.0,2020.03,Financial auxiliaries,270.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,6329
5904,5904,2014,P,Education and Training,f_50-99,Activity unit,75,COUNT,5904.0,2020.03,Financial auxiliaries,270.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5905,5905,2014,P,Education and Training,f_50-99,Rolling mean employees,5073,COUNT,5905.0,2020.03,Financial auxiliaries,270.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,81
5906,5906,2014,P,Education and Training,f_50-99,Salaries and wages paid,206,DOLLARS(millions),5906.0,2020.03,Financial auxiliaries,270.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3336
5907,5907,2014,P,Education and Training,f_50-99,"Sales, government funding, grants and subsidies",428,DOLLARS(millions),5907.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1808
5908,5908,2014,P,Education and Training,f_50-99,Total income,449,DOLLARS(millions),5908.0,2020.03,Financial auxiliaries,270.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,1393
5909,5909,2014,P,Education and Training,f_50-99,Total expenditure,423,DOLLARS(millions),5909.0,2020.03,Financial auxiliaries,270.0,Closing balance net worth,LE00000,B900000,0
5910,5910,2014,P,Education and Training,f_50-99,Operating profit before tax,28,DOLLARS(millions),5910.0,2020.03,Financial auxiliaries,270.0,Closing balance total liabilities and net worth,LE00000,L000000,14685
5911,5911,2014,P,Education and Training,f_50-99,Total assets,432,DOLLARS(millions),5911.0,2020.03,Captive financial institutions,281.0,Closing balance total assets,LE00000,A000000,296220
5912,5912,2014,P,Education and Training,f_50-99,Fixed tangible assets,212,DOLLARS(millions),5912.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,287918
5913,5913,2014,P,Education and Training,g_100-199,Activity unit,33,COUNT,5913.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5914,5914,2014,P,Education and Training,g_100-199,Rolling mean employees,4440,COUNT,5914.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,8292
5915,5915,2014,P,Education and Training,g_100-199,Salaries and wages paid,229,DOLLARS(millions),5915.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance debt securities,LE00000,AFA0300,23872
5916,5916,2014,P,Education and Training,g_100-199,"Sales, government funding, grants and subsidies",484,DOLLARS(millions),5916.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance loans,LE00000,AFA0400,74607
5917,5917,2014,P,Education and Training,g_100-199,Total income,498,DOLLARS(millions),5917.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,174359
5918,5918,2014,P,Education and Training,g_100-199,Total expenditure,471,DOLLARS(millions),5918.0,2020.03,Captive financial institutions,281.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
5919,5919,2014,P,Education and Training,g_100-199,Operating profit before tax,28,DOLLARS(millions),5919.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,C
5920,5920,2014,P,Education and Training,g_100-199,Total assets,666,DOLLARS(millions),5920.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
5921,5921,2014,P,Education and Training,g_100-199,Fixed tangible assets,382,DOLLARS(millions),5921.0,2020.03,Captive financial institutions,281.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,304796
5922,5922,2014,P,Education and Training,h_200+,Activity unit,15,COUNT,5922.0,2020.03,Captive financial institutions,281.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5923,5923,2014,P,Education and Training,h_200+,Rolling mean employees,9363,COUNT,5923.0,2020.03,Captive financial institutions,281.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5924,5924,2014,P,Education and Training,h_200+,Salaries and wages paid,356,DOLLARS(millions),5924.0,2020.03,Captive financial institutions,281.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,47074
5925,5925,2014,P,Education and Training,h_200+,"Sales, government funding, grants and subsidies",645,DOLLARS(millions),5925.0,2020.03,Captive financial institutions,281.0,Financial liabilities Closing balance loans,LE00000,AFL0400,50409
5926,5926,2014,P,Education and Training,h_200+,Total income,654,DOLLARS(millions),5926.0,2020.03,Captive financial institutions,281.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,189062
5927,5927,2014,P,Education and Training,h_200+,Total expenditure,574,DOLLARS(millions),5927.0,2020.03,Captive financial institutions,281.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5928,5928,2014,P,Education and Training,h_200+,Operating profit before tax,81,DOLLARS(millions),5928.0,2020.03,Captive financial institutions,281.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,692
5929,5929,2014,P,Education and Training,h_200+,Total assets,1258,DOLLARS(millions),5929.0,2020.03,Captive financial institutions,281.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,17559
5930,5930,2014,P,Education and Training,h_200+,Fixed tangible assets,632,DOLLARS(millions),5930.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,3905
5931,5931,2014,P,Education and Training,i_Industry_Total,Activity unit,5268,COUNT,5931.0,2020.03,Captive financial institutions,281.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,4396
5932,5932,2014,P,Education and Training,i_Industry_Total,Rolling mean employees,43521,COUNT,5932.0,2020.03,Captive financial institutions,281.0,Closing balance net worth,LE00000,B900000,-8576
5933,5933,2014,P,Education and Training,i_Industry_Total,Salaries and wages paid,1680,DOLLARS(millions),5933.0,2020.03,Captive financial institutions,281.0,Closing balance total liabilities and net worth,LE00000,L000000,296220
5934,5934,2014,P,Education and Training,i_Industry_Total,"Sales, government funding, grants and subsidies",3309,DOLLARS(millions),5934.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Closing balance total assets,LE00000,A000000,319806
5935,5935,2014,P,Education and Training,i_Industry_Total,Total income,3524,DOLLARS(millions),5935.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,177117
5936,5936,2014,P,Education and Training,i_Industry_Total,Total expenditure,3246,DOLLARS(millions),5936.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1963
5937,5937,2014,P,Education and Training,i_Industry_Total,Operating profit before tax,274,DOLLARS(millions),5937.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,34184
5938,5938,2014,P,Education and Training,i_Industry_Total,Total assets,4179,DOLLARS(millions),5938.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance debt securities,LE00000,AFA0300,13118
5939,5939,2014,P,Education and Training,i_Industry_Total,Fixed tangible assets,2057,DOLLARS(millions),5939.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance loans,LE00000,AFA0400,21923
5940,5940,2014,Q,Health Care and Social Assistance,a_0,Activity unit,8583,COUNT,5940.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,73915
5941,5941,2014,Q,Health Care and Social Assistance,a_0,Rolling mean employees,0,COUNT,5941.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
5942,5942,2014,Q,Health Care and Social Assistance,a_0,Salaries and wages paid,315,DOLLARS(millions),5942.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,4770
5943,5943,2014,Q,Health Care and Social Assistance,a_0,"Sales, government funding, grants and subsidies",1497,DOLLARS(millions),5943.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,27244
5944,5944,2014,Q,Health Care and Social Assistance,a_0,Total income,1577,DOLLARS(millions),5944.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,147200
5945,5945,2014,Q,Health Care and Social Assistance,a_0,Total expenditure,1083,DOLLARS(millions),5945.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1942
5946,5946,2014,Q,Health Care and Social Assistance,a_0,Operating profit before tax,506,DOLLARS(millions),5946.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5947,5947,2014,Q,Health Care and Social Assistance,a_0,Total assets,1324,DOLLARS(millions),5947.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,89805
5948,5948,2014,Q,Health Care and Social Assistance,a_0,Fixed tangible assets,444,DOLLARS(millions),5948.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial liabilities Closing balance loans,LE00000,AFL0400,18133
5949,5949,2014,Q,Health Care and Social Assistance,b_1-5,Activity unit,5247,COUNT,5949.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
5950,5950,2014,Q,Health Care and Social Assistance,b_1-5,Rolling mean employees,12432,COUNT,5950.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,9043
5951,5951,2014,Q,Health Care and Social Assistance,b_1-5,Salaries and wages paid,685,DOLLARS(millions),5951.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,6666
5952,5952,2014,Q,Health Care and Social Assistance,b_1-5,"Sales, government funding, grants and subsidies",2160,DOLLARS(millions),5952.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,21611
5953,5953,2014,Q,Health Care and Social Assistance,b_1-5,Total income,2246,DOLLARS(millions),5953.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,108284
5954,5954,2014,Q,Health Care and Social Assistance,b_1-5,Total expenditure,1843,DOLLARS(millions),5954.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,34405
5955,5955,2014,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,434,DOLLARS(millions),5955.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Closing balance net worth,LE00000,B900000,172606
5956,5956,2014,Q,Health Care and Social Assistance,b_1-5,Total assets,1484,DOLLARS(millions),5956.0,2020.03,Central government institutions excluding funded social insurance schemes,311.0,Closing balance total liabilities and net worth,LE00000,L000000,319806
5957,5957,2014,Q,Health Care and Social Assistance,b_1-5,Fixed tangible assets,468,DOLLARS(millions),5957.0,2020.03,Central government institutions funded social insurance schemes,312.0,Closing balance total assets,LE00000,A000000,47595
5958,5958,2014,Q,Health Care and Social Assistance,c_6-9,Activity unit,1092,COUNT,5958.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,47302
5959,5959,2014,Q,Health Care and Social Assistance,c_6-9,Rolling mean employees,7911,COUNT,5959.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5960,5960,2014,Q,Health Care and Social Assistance,c_6-9,Salaries and wages paid,258,DOLLARS(millions),5960.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1984
5961,5961,2014,Q,Health Care and Social Assistance,c_6-9,"Sales, government funding, grants and subsidies",637,DOLLARS(millions),5961.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance debt securities,LE00000,AFA0300,28505
5962,5962,2014,Q,Health Care and Social Assistance,c_6-9,Total income,682,DOLLARS(millions),5962.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance loans,LE00000,AFA0400,0
5963,5963,2014,Q,Health Care and Social Assistance,c_6-9,Total expenditure,605,DOLLARS(millions),5963.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,14018
5964,5964,2014,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,81,DOLLARS(millions),5964.0,2020.03,Central government institutions funded social insurance schemes,312.0,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,531
5965,5965,2014,Q,Health Care and Social Assistance,c_6-9,Total assets,516,DOLLARS(millions),5965.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,1141
5966,5966,2014,Q,Health Care and Social Assistance,c_6-9,Fixed tangible assets,155,DOLLARS(millions),5966.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1121
5967,5967,2014,Q,Health Care and Social Assistance,d_10-19,Activity unit,1083,COUNT,5967.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,4787
5968,5968,2014,Q,Health Care and Social Assistance,d_10-19,Rolling mean employees,13761,COUNT,5968.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5969,5969,2014,Q,Health Care and Social Assistance,d_10-19,Salaries and wages paid,494,DOLLARS(millions),5969.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5970,5970,2014,Q,Health Care and Social Assistance,d_10-19,"Sales, government funding, grants and subsidies",1189,DOLLARS(millions),5970.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
5971,5971,2014,Q,Health Care and Social Assistance,d_10-19,Total income,1265,DOLLARS(millions),5971.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial liabilities Closing balance loans,LE00000,AFL0400,0
5972,5972,2014,Q,Health Care and Social Assistance,d_10-19,Total expenditure,1155,DOLLARS(millions),5972.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
5973,5973,2014,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,110,DOLLARS(millions),5973.0,2020.03,Central government institutions funded social insurance schemes,312.0,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,1197
5974,5974,2014,Q,Health Care and Social Assistance,d_10-19,Total assets,705,DOLLARS(millions),5974.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,1146
5975,5975,2014,Q,Health Care and Social Assistance,d_10-19,Fixed tangible assets,277,DOLLARS(millions),5975.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2445
5976,5976,2014,Q,Health Care and Social Assistance,e_20-49,Activity unit,711,COUNT,5976.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,0
5977,5977,2014,Q,Health Care and Social Assistance,e_20-49,Rolling mean employees,20589,COUNT,5977.0,2020.03,Central government institutions funded social insurance schemes,312.0,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,293
5978,5978,2014,Q,Health Care and Social Assistance,e_20-49,Salaries and wages paid,762,DOLLARS(millions),5978.0,2020.03,Central government institutions funded social insurance schemes,312.0,Closing balance net worth,LE00000,B900000,42808
5979,5979,2014,Q,Health Care and Social Assistance,e_20-49,"Sales, government funding, grants and subsidies",1638,DOLLARS(millions),5979.0,2020.03,Central government institutions funded social insurance schemes,312.0,Closing balance total liabilities and net worth,LE00000,L000000,47595
5980,5980,2014,Q,Health Care and Social Assistance,e_20-49,Total income,1753,DOLLARS(millions),5980.0,2020.03,Local government institutions,321.0,Closing balance total assets,LE00000,A000000,125494
